CH1,CH2,CH3,Start,Increment,
Volt,Volt,Volt,-3.00000e+00,5.00000e-03
3.18400e-01,3.08000e-02,5.52000e-01,
3.22000e-01,3.40000e-02,5.58000e-01,
3.21600e-01,3.08000e-02,5.52000e-01,
3.18400e-01,3.40000e-02,5.58400e-01,
3.22000e-01,3.08000e-02,5.51600e-01,
3.18000e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.51200e-01,
3.22000e-01,3.08000e-02,5.52000e-01,
3.18000e-01,3.40000e-02,5.58000e-01,
3.21200e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.18000e-01,3.40000e-02,5.58000e-01,
3.21600e-01,3.08000e-02,5.51200e-01,
3.22000e-01,3.08000e-02,5.58000e-01,
3.18000e-01,3.40000e-02,5.51600e-01,
3.18400e-01,3.08000e-02,5.51600e-01,
3.21200e-01,3.40000e-02,5.58000e-01,
3.21200e-01,3.08000e-02,5.52000e-01,
3.18000e-01,3.40000e-02,5.58000e-01,
3.18400e-01,3.08000e-02,5.52000e-01,
3.22000e-01,3.40000e-02,5.58000e-01,
3.22000e-01,3.08000e-02,5.52000e-01,
3.18000e-01,3.40000e-02,5.58000e-01,
3.18400e-01,3.40000e-02,5.51200e-01,
3.21600e-01,3.12000e-02,5.58000e-01,
3.18000e-01,3.40000e-02,5.58000e-01,
3.21600e-01,3.08000e-02,5.51200e-01,
3.22000e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.18000e-01,3.40000e-02,5.58000e-01,
3.22000e-01,3.08000e-02,5.52000e-01,
3.18000e-01,3.08000e-02,5.52000e-01,
3.22000e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.51200e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.21600e-01,3.08000e-02,5.58000e-01,
3.18000e-01,3.40000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.22000e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.51600e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.52000e-01,
3.22000e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.52000e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.22000e-01,3.40000e-02,5.52000e-01,
3.18400e-01,3.12000e-02,5.58800e-01,
3.22000e-01,3.40000e-02,5.52000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21200e-01,3.40000e-02,5.52000e-01,
3.18400e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21200e-01,3.08000e-02,5.51200e-01,
3.18000e-01,3.40000e-02,5.58400e-01,
3.21200e-01,3.08000e-02,5.52000e-01,
3.18400e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21200e-01,3.40000e-02,5.52000e-01,
3.22000e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.51600e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.22000e-01,3.40000e-02,5.51200e-01,
3.21600e-01,3.40000e-02,5.51600e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.22000e-01,3.40000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.22000e-01,3.40000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.51600e-01,
3.18000e-01,3.40000e-02,5.51200e-01,
3.21600e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.08000e-02,5.52000e-01,
3.18000e-01,3.48000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.40000e-02,5.58000e-01,
3.21600e-01,3.08000e-02,5.52000e-01,
3.18000e-01,3.08000e-02,5.52000e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.22000e-01,3.40000e-02,5.51200e-01,
3.18400e-01,3.08000e-02,5.58000e-01,
3.21200e-01,3.40000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.22000e-01,3.40000e-02,5.51200e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.22000e-01,3.40000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.51200e-01,
3.21600e-01,3.40000e-02,5.57600e-01,
3.18000e-01,3.08000e-02,5.52000e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.21200e-01,3.40000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.18400e-01,3.08000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.22000e-01,3.40000e-02,5.51200e-01,
3.21200e-01,3.08000e-02,5.51200e-01,
3.18000e-01,3.40000e-02,5.58000e-01,
3.22000e-01,3.08000e-02,5.58000e-01,
3.18000e-01,3.40000e-02,5.51200e-01,
3.18000e-01,3.08000e-02,5.51200e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.21600e-01,3.40000e-02,5.51200e-01,
3.18400e-01,3.40000e-02,5.51200e-01,
3.22000e-01,3.08000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.58000e-01,
3.22000e-01,3.40000e-02,5.51200e-01,
3.21600e-01,3.40000e-02,5.58000e-01,
3.18000e-01,3.08000e-02,5.52000e-01,
3.18400e-01,3.40000e-02,5.58000e-01,
